pid,label,_date,location,format,from,youtube,notes
CONC1,2006 Christmas Concert,"Jan 14, 2006",,CD,Julian Kytasty,https://www.youtube.com/playlist?list=PLXgY2lSmSkqRMNMBCKflttWD8N-AN9Gp3,
